latitude,longitude
37.74937739,-122.4019821
37.77018209,-122.3962388
37.76532689,-122.3955693
37.77153249,-122.4110096
37.76500115,-122.4259904
37.76546281,-122.3986876
37.76993221,-122.417841
37.77012231,-122.4014293
37.73159708,-122.402088
37.73232873,-122.4004766
37.77319876,-122.423572
37.73913311,-122.4234641
37.72898878,-122.4010038
37.72813455,-122.401204
37.73821713,-122.4229562
37.73995656,-122.4250631
37.77447128,-122.3969997
37.76800825,-122.399884
37.74280805,-122.4218667
37.73039145,-122.3997885
37.7712802,-122.4030949
37.77048578,-122.3997451
37.73108046,-122.400502
37.75016033,-122.4006123
37.77238456,-122.4202168
37.74944036,-122.3994792
37.73026043,-122.4007177
37.73892417,-122.4197243
37.75085008,-122.4021449
37.77349974,-122.3999082
37.75026424,-122.3970598
37.77306487,-122.4032879
37.77526561,-122.3949165
37.74342561,-122.4179918
37.75045197,-122.4025418
37.74827626,-122.4062525
37.73172321,-122.3988218
37.75026604,-122.400628
37.72889533,-122.4017736
37.74985522,-122.3996098
37.72905982,-122.3980975
37.73873022,-122.4146048
37.7440771,-122.4191162
37.77389237,-122.4196119
37.77359085,-122.4235013
37.74308847,-122.4207227
37.74985341,-122.397565
37.73265807,-122.3996125
37.77102171,-122.4194028
37.73009265,-122.4017352
37.73783454,-122.4182382
37.7476381,-122.4019261
37.74029274,-122.4223118
37.74416538,-122.4234472
37.77096464,-122.3932983
37.73537749,-122.4161878
37.76722145,-122.3951538
37.76845144,-122.4118837
37.76528238,-122.41672
37.77005796,-122.4271746
37.73164808,-122.4039747
37.77256866,-122.4000018
37.74294007,-122.4204835
37.76956835,-122.3978079
37.76947664,-122.4012975
37.73929208,-122.4142876
37.7716832,-122.4169121
37.77019508,-122.4241301
37.75065653,-122.401501
37.77269679,-122.4038446
37.77422379,-122.4177365
37.77107419,-122.4262187
37.73007846,-122.3980643
37.74865895,-122.3978092
37.72939869,-122.4009401
37.7687582,-122.4187518
37.73996383,-122.4239004
37.7358221,-122.4186872
37.73155767,-122.4001022
37.76895807,-122.3991435
37.77233123,-122.3965525
37.729809,-122.4021057
37.77357845,-122.4173679
37.76999644,-122.4270189
37.74986012,-122.4017376
37.73646267,-122.4170368
37.73999937,-122.4211602
37.77246794,-122.4044641
37.73046792,-122.4051548
37.74828291,-122.4022529
37.76426015,-122.4179935
37.76329986,-122.3964173
37.75201133,-122.4010448
37.77033212,-122.4032812
37.73189101,-122.3959537
37.73681234,-122.4126979
37.75376396,-122.3966956
37.74918651,-122.3988549
37.77136351,-122.4003572
37.72805623,-122.4001072
37.76316664,-122.4272124
37.76545145,-122.4212675
37.74589303,-122.4005828
37.72860776,-122.3981304
37.77022676,-122.4018757
37.76855333,-122.416846
37.72869219,-122.3992392
37.73059447,-122.3982588
37.77207811,-122.3981847
37.74961418,-122.3972073
37.76836243,-122.414697
37.77382399,-122.4005021
37.76939366,-122.4270749
37.76927954,-122.3978754
37.73782282,-122.4182007
37.76957386,-122.3947792
37.74205684,-122.420853
37.7525043,-122.3966714
37.75123224,-122.4016419
37.74954077,-122.4010181
37.73046485,-122.3973283
37.76987447,-122.3985161
37.73090615,-122.3980186
37.76480468,-122.4188122
37.76654204,-122.4185025
37.75116143,-122.3999693
37.77391133,-122.3973602
37.73983756,-122.4198514
37.74887921,-122.3986065
37.74575126,-122.4223229
37.72558629,-122.3992559
37.74945466,-122.3993028
37.74106161,-122.4238487
37.73658314,-122.4190151
37.76897054,-122.3981981
37.73140314,-122.4004478
37.7722331,-122.4049179
37.74105086,-122.4191374
37.7284304,-122.3980808
37.73256601,-122.400899
37.73221471,-122.4010209
37.73019186,-122.3991609
37.74248199,-122.4250266
37.76377485,-122.4169651
37.73060503,-122.4045995
37.72293127,-122.4029253
37.73491368,-122.3993906
37.750893,-122.3995954
37.73005132,-122.4017273
37.76880116,-122.4148125
37.74919169,-122.3972193
37.73179657,-122.3970613
37.73716161,-122.4192467
37.76543913,-122.3967689
37.72719154,-122.3985191
37.76470307,-122.4142427
37.76364701,-122.4189681
37.73035961,-122.396348
37.76518312,-122.4141521
37.73988603,-122.417312
37.73439576,-122.4233733
37.72965792,-122.398668
37.74878436,-122.3997191
37.76343427,-122.415316
37.74043701,-122.4222882
37.74726096,-122.4014344
37.75272029,-122.3980633
37.75049159,-122.3998751
37.74850803,-122.3998049
37.74908118,-122.4026038
37.73872523,-122.4175137
37.74328111,-122.4184814
37.75060969,-122.3962381
37.74401446,-122.4129351
37.7762281,-122.4006588
37.74267324,-122.4176307
37.7650659,-122.4192684
37.72693022,-122.4006477
37.73170764,-122.3996741
37.74617749,-122.3968994
37.76895894,-122.4190742
37.72759251,-122.3997222
37.73041992,-122.4009087
37.7278444,-122.400958
37.77016514,-122.4005929
37.77872784,-122.4233205
37.77038284,-122.4209602
37.72972274,-122.4014873
37.77159731,-122.3997433
37.77031656,-122.4148137
37.73208505,-122.4017823
37.76829262,-122.4168578
37.74107768,-122.4185624
37.75015367,-122.4021718
37.72872295,-122.3969527
37.76903917,-122.400815
37.74225924,-122.4224113
37.76725196,-122.4253932
37.73037678,-122.4025877
37.76458613,-122.4237707
37.7642239,-122.3989616
37.76909416,-122.3981505
37.76813783,-122.4177097
37.77076287,-122.4210879
37.73929984,-122.4241112
37.72923138,-122.4007197
37.75267197,-122.4035566
37.74053022,-122.4210536
37.73733548,-122.4253212
37.76518201,-122.4029291
37.77134761,-122.3968279
37.7317529,-122.4008947
37.74209972,-122.4162128
37.76796035,-122.4137285
37.72888526,-122.3985335
37.74812426,-122.3985541
37.73180841,-122.4024379
37.77370521,-122.420196
37.76824119,-122.3999009
37.72609802,-122.3997715
37.7387175,-122.4191678
37.73014976,-122.3956851
37.76896673,-122.4154481
37.76552978,-122.3991511
37.73447938,-122.4179112
37.76649471,-122.4271172
37.76797712,-122.4035246
37.75150327,-122.4023283
37.76982373,-122.4036404
37.72956452,-122.4028574
37.76922457,-122.4172108
37.74594074,-122.4043535
37.74324895,-122.4166579
37.73464988,-122.3995316
37.73774,-122.4190241
37.77107132,-122.4265884
37.77048799,-122.4128839
37.77576867,-122.3996639
37.73173783,-122.3979967
37.75067413,-122.3980068
37.7662827,-122.4183528
37.75092814,-122.3986239
37.7292442,-122.4000741
37.75062676,-122.3986217
37.75260736,-122.3993703
37.76821904,-122.4036069
37.74999025,-122.3991886
37.75299712,-122.4015469
37.72901835,-122.4004876
37.72959948,-122.4006712
37.73771249,-122.4176363
37.72890588,-122.4018994
37.73148441,-122.4013707
37.74449446,-122.399956
37.72896157,-122.4004663
37.74031411,-122.4166715
37.72886661,
37.77025481,-122.3944182
37.73055039,-122.4006777
37.77255388,-122.4030377
37.76946885,-122.4275994
37.74978237,-122.4031903
37.75289259,-122.397977
37.74942605,-122.3983431
37.76629691,-122.4009463
37.73019745,-122.4036052
37.7285558,-122.4015039
37.73952808,-122.4199855
37.7674361,-122.4172726
37.74226523,-122.4207821
37.7712768,-122.4032876
37.76879923,-122.4247199
37.74386216,-122.4218883
37.75035992,-122.3993121
37.77234823,-122.3977396
37.73479911,-122.4207038
37.76292491,-122.4208918
37.74244593,-122.4207229
37.76234184,-122.4195669
37.76863343,-122.4039853
37.74829017,-122.3998003
37.77467299,-122.3981275
37.76753977,-122.4169412
37.73970414,-122.4244693
37.74783048,-122.4019472
37.77525304,-122.4192932
37.76326641,-122.4159399
37.73358372,-122.4011491
37.73886122,-122.4218118
37.72962403,-122.4007608
37.76843816,-122.3979972
37.76829895,-122.4028631
37.77177804,-122.3929444
37.77568241,-122.4051259
37.76904013,-122.4039637
37.72876032,-122.4008834
37.75199123,-122.4031743
37.73035611,-122.3997888
37.72911247,-122.4014844
37.74346095,-122.427993
37.73090792,-122.4002195
37.73597364,-122.4220006
37.77450715,-122.4143109
37.77044376,-122.3983293
37.74329055,-122.4212675
37.75183248,-122.4016524
37.73107811,-122.4017864
37.7301519,-122.4019992
37.76882712,-122.4010195
37.77849389,-122.419359
37.7482054,-122.4032881
37.73268363,-122.3987427
37.73736854,-122.4175745
37.77249052,-122.4206056
37.76980499,-122.4035606
37.77142571,-122.4200612
37.77189591,-122.4009661
37.74917459,-122.4016566
37.75332253,-122.3999098
37.74705156,-122.4034061
37.74982754,-122.4007739
37.76727051,-122.4215097
37.74934961,-122.4035502
37.73274674,-122.4006031
37.7678126,-122.3996802
37.77336293,-122.4207199
37.77510145,-122.4199226
37.76969674,-122.4168748
37.7690676,-122.4040588
37.769029,-122.425813
37.76252969,-122.4186478
37.77237578,-122.3947247
37.73997835,-122.4274176
37.76827564,-122.422572
37.73396873,-122.398024
37.73076141,-122.4000813
37.76727523,-122.4027157
37.74146842,-122.4221432
37.72994798,-122.4019615
37.73154512,-122.3995351
37.77069533,-122.4048511
37.76415528,-122.4153182
37.74935735,-122.3941514
37.75122905,-122.3996482
37.72798902,-122.4045329
37.72880846,-122.4009303
37.76954316,-122.3950957
37.77079024,-122.4003143
37.77226578,-122.4186483
37.73045762,-122.3990673
37.76412637,-122.4200525
37.72600802,-122.4031207
37.73574345,-122.4221733
37.75157439,-122.4012395
37.77227989,-122.4186036
37.73231659,-122.4202503
37.73047323,-122.4002711
37.75021992,-122.3966553
37.73970795,-122.423802
37.73306492,-122.402799
37.76994802,-122.414428
37.74137884,-122.4192879
37.76652215,-122.4055034
37.73726389,-122.4215638
37.74148022,-122.4200581
37.73895949,-122.4229144
37.77241853,-122.416256
37.76999874,-122.4029425
37.75323329,-122.3986282
37.75122429,-122.3992154
37.73052009,-122.3982524
37.77232567,-122.4023192
37.75112863,-122.399876
37.76654363,-122.4224579
37.72589324,-122.4029715
37.7720212,-122.4210454
37.76808633,-122.4184585
37.75059988,-122.3975625
37.77166201,-122.4236942
37.74137228,-122.4194811
37.77298649,-122.4015091
37.76964613,-122.424957
37.74976339,-122.401082
37.77327864,-122.3939012
37.74115251,-122.4183012
37.77335169,-122.4246989
37.77361866,-122.398108
37.76889492,-122.4014421
37.74596638,-122.3986658
37.7399811,-122.422015
37.74085427,-122.4097528
37.75289312,-122.4005626
37.76552253,-122.4026705
37.72825908,-122.3984357
37.77076745,-122.3958125
37.77168419,-122.423965
37.76956805,-122.4228955
37.75031177,-122.3970663
37.77089443,-122.4164629
37.73203521,-122.3990906
37.76624876,-122.4029575
37.74242454,-122.4255282
37.73895572,-122.4205876
37.77644778,-122.4195924
37.76695996,-122.3977846
37.76581867,-122.3993938
37.7423882,-122.4221644
37.76936717,-122.4052701
37.77236923,-122.4044555
37.7679419,-122.4011709
37.74099884,-122.4236393
37.76734114,-122.4255352
37.77124922,-122.4012551
37.75184875,-122.398856
37.74248273,-122.4225071
37.72746589,-122.3999815
37.74320846,-122.4208264
37.74935627,-122.3962987
37.767807,-122.4024006
37.75045432,-122.3968396
37.74512483,-122.4143481
37.76477814,-122.3985154
37.73137941,-122.3975785
37.72942335,-122.3999613
37.74041279,-122.4190063
37.7704217,-122.4005071
37.75146245,-122.3970484
37.74132324,-122.4237266
37.75700014,-122.4015481
37.73531262,-122.4010685
37.74185639,-122.4189165
37.73035025,-122.3995835
37.77691713,-122.4020073
37.77099079,-122.402187
37.76878925,-122.3980722
37.77218242,-122.4195268
37.7719117,-122.4212545
37.77102264,-122.3991159
37.7456356,-122.4033778
37.74124653,-122.4186873
37.76590192,-122.3935886
37.77293423,-122.3998924
37.74838178,-122.3986336
37.74923961,-122.3995907
37.72985656,-122.4015674
37.74674162,-122.3997402
37.72925601,-122.3969142
37.73093593,-122.3974015
37.74402221,-122.4163017
37.7512259,-122.3971798
37.76642378,-122.3961424
37.74240251,-122.4225577
37.73542767,-122.4149854
37.77340595,-122.3997394
37.76887598,-122.3980563
37.75255584,-122.3987137
37.76740758,-122.4130097
37.74329312,-122.4215998
37.72995635,-122.3952122
37.76923867,-122.4020446
37.76174234,-122.4226486
37.74150239,-122.4208877
37.73001972,-122.4018777
37.7482525,-122.3992121
37.76649099,-122.4173658
37.72794796,-122.3965246
37.7695825,-122.4199527
37.75061065,-122.40212
37.74892487,-122.3993778
37.74931594,-122.4026355
37.76846127,-122.3976276
37.76622469,-122.4250408
37.75059808,-122.3988948
37.72839127,-122.3990825
37.77455423,-122.420653
37.76178946,-122.4117448
37.76805529,-122.4190821
37.76883344,-122.4023212
37.77150464,-122.4219866
37.76851475,-122.4224541
37.77376608,-122.4031382
37.7714207,-122.3973424
37.72978816,-122.3992276
37.76960203,-122.3981053
37.72761646,-122.4014741
37.73187196,-122.4000609
37.76922047,-122.4176305
37.74929098,-122.40085
37.77713052,-122.4242575
37.76843845,-122.4233837
37.76502593,-122.4220597
37.77128617,-122.3976236
37.77193084,-122.3979471
37.75471609,-122.3997807
37.73300545,-122.401604
37.72626179,-122.40108
37.76705781,-122.422165
37.75029685,-122.4005099
37.77505777,-122.4187938
37.76546271,-122.4242154
37.77294551,-122.4246917
37.74948616,-122.400421
37.72669013,-122.4028764
37.77179053,-122.4054021
37.76730542,-122.4202235
37.73104703,-122.4020082
37.77228079,-122.3976259
37.76452056,-122.4170754
37.73327683,-122.4185474
37.73061754,-122.4006151
37.73939148,-122.4219275
37.76634804,-122.402237
37.74942765,-122.4009194
37.7642913,-122.4171045
37.76721715,-122.3934374
37.73796097,-122.4178614
37.77273291,-122.4216797
37.73136963,-122.4008676
37.74778782,-122.4254013
37.73294665,-122.4005566
37.73020707,-122.3996234
37.76301635,-122.399059
37.76518222,-122.4035763
37.75505607,-122.3998326
37.74031488,-122.4280456
37.73401103,-122.3994552
37.77120046,-122.4167569
37.74594027,-122.398967
37.77401422,-122.4177674
37.72746893,-122.396328
37.73314995,-122.398198
37.73813461,-122.4224705
37.77341031,-122.3990179
37.7663655,-122.4246367
37.72608481,-122.4001393
37.77401486,-122.3973055
37.73067827,-122.4008423
37.76960316,-122.4205426
37.74634105,-122.4193158
37.76990299,-122.4156761
37.7300493,-122.3998956
37.72761598,-122.4028236
37.77352143,-122.4073023
37.73059242,-122.3973707
37.73831596,-122.4185628
37.72713188,-122.4000333
37.72549596,-122.3975106
37.73028919,-122.4010514
37.75133273,-122.4028539
37.75219689,-122.3975865
37.73718744,-122.4198046
37.73669551,-122.4148074
37.7766028,-122.4193827
37.74684427,-122.4015281
37.76780645,-122.401958
37.76947049,-122.4212379
37.74900393,-122.3994309
37.76700911,-122.3993687
37.73198647,-122.4007306
37.75305512,-122.3985266
37.72771376,-122.4037674
37.76876558,-122.4237894
37.73086751,-122.4024432
37.7381021,-122.4179088
37.74677157,-122.4004321
37.76866951,-122.394413
37.75094874,-122.3983669
37.77375541,-122.4194117
37.76870635,-122.4193826
37.7707546,-122.4148263
37.75491763,-122.3979492
37.76787658,-122.4244878
37.74829019,-122.4008891
37.75047768,-122.3983929
37.77028886,-122.4013966
37.76997841,-122.4010225
37.75161679,-122.398944
37.76598409,-122.4140853
37.73992117,-122.4180715
37.77064325,-122.4016983
37.73164654,-122.3977044
37.73713015,-122.4149413
37.72974409,-122.4025044
37.74366322,-122.415049
37.77420272,-122.4165319
37.74070744,-122.4164431
37.76764898,-122.4284894
37.77102237,-122.3985428
37.73671198,-122.4171215
37.73719052,-122.4193752
37.74998791,-122.3956325
37.74759419,-122.4000654
37.77252687,-122.4193092
37.74856554,-122.4043032
37.75585875,-122.3977262
37.7688968,-122.4016304
37.72895826,-122.4003591
37.77458126,-122.4213888
37.78122867,-122.3992115
37.77119066,-122.4005191
37.72907792,-122.4008464
37.75472759,-122.3954535
37.72684944,-122.4000449
37.72981474,-122.3981005
37.73223812,-122.4025805
37.72602744,-122.4017967
37.73625963,-122.4214798
37.74258126,-122.4181484
37.77230989,-122.394349
37.74913745,-122.3981482
37.72915744,-122.3992369
37.74401721,-122.4004745
37.74918299,-122.4020815
37.73808017,-122.4207187
37.73144138,-122.4011601
37.75255435,-122.4009312
37.77764808,-122.4190508
37.7264959,-122.3988456
37.77109784,-122.4261061
37.74017157,-122.4185968
37.77093884,-122.3967172
37.7281901,-122.3981152
37.77190184,-122.4222931
37.77199801,-122.4228955
37.74623942,-122.3997442
37.76886354,-122.4020156
37.77331921,-122.3977899
37.76884352,-122.4001654
37.76954849,-122.423703
37.73013368,-122.4023501
37.779022,-122.3922616
37.74185452,-122.4170447
