Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
50152,836.759,315.5431206,203.7994365,1.548302223,0.763448476,50894,252.6964773,0.689734844,0.985420678,0.900113627,0.800830254,0.006291736,0.001596291,0.641329095,0.992971264,SIRA
40995,768.551,284.8235322,184.0812791,1.547270497,0.763083928,41509,228.4654353,0.681070574,0.987617143,0.872158406,0.802129773,0.006947763,0.001774203,0.643412173,0.995532673,SIRA
48772,831.85,316.7738371,197.4018421,1.60471571,0.782091716,49358,249.195584,0.707168542,0.988127558,0.885707633,0.786667189,0.006494994,0.001534344,0.618845266,0.99307072,SIRA
59582,943.815,331.5527716,229.2148249,1.446471762,0.722532093,60606,275.4308598,0.743177169,0.983103983,0.840526075,0.830730078,0.005564647,0.001634772,0.690112463,0.99822819,BARBUNYA
42530,775.403,281.212824,193.2368778,1.455275138,0.726510576,43028,232.7034117,0.72981553,0.988426141,0.888894651,0.827499288,0.006612105,0.00191245,0.684755072,0.996507033,SIRA
58931,957.164,388.3543443,194.0430389,2.00138251,0.866224722,59526,273.922032,0.822713947,0.990004368,0.808315604,0.70534046,0.006589984,0.001006142,0.497505165,0.995698136,HOROZ
46229,832.722,335.536203,176.0917216,1.905462676,0.851221296,46809,242.6120172,0.636500069,0.98760922,0.837769,0.723057647,0.007258132,0.00122376,0.52281236,0.996199439,HOROZ
38799,724.963,269.368105,184.1153837,1.463039642,0.729942573,39127,222.262055,0.828790533,0.991617042,0.927681108,0.825123876,0.006942656,0.001985098,0.680829411,0.996080418,DERMASON
57391,921.48,362.5686078,203.7016423,1.779900268,0.827253235,58763,270.3192385,0.749327588,0.976651975,0.849340491,0.745567136,0.006317517,0.001204129,0.555870354,0.989393793,CALI
28392,625.919,228.4209322,158.983436,1.436759312,0.718031312,28796,190.1310526,0.785046729,0.985970274,0.91068793,0.832371406,0.008045257,0.002382255,0.692842158,0.995447423,DERMASON
81085,1135.253,411.8972213,251.3405916,1.638801033,0.792245714,82646,321.3107973,0.767327201,0.981112214,0.790615034,0.780075176,0.00507982,0.00116031,0.60851728,0.997238747,BARBUNYA
83334,1157.753,413.4552211,257.4347018,1.606058617,0.782506607,84564,325.7363109,0.787150036,0.985454803,0.781268406,0.787839394,0.004961423,0.001179062,0.620690911,0.996865986,BARBUNYA
76106,1067.897,424.8176138,229.6271897,1.850031847,0.841323947,76853,311.2895257,0.681953405,0.990280145,0.838629293,0.732760403,0.00558192,0.000992685,0.536937808,0.993352044,CALI
30408,645.421,243.0580856,159.9605066,1.519488096,0.75291622,30696,196.7655155,0.812179487,0.99061767,0.917300303,0.809541123,0.007993228,0.002117667,0.655356829,0.9958069,DERMASON
37866,730.356,273.9633121,176.5962002,1.551354513,0.764521701,38306,219.5734242,0.782161448,0.988513549,0.892051837,0.801470177,0.007235074,0.001841502,0.642354444,0.996519465,DERMASON
28911,618.046,218.624846,168.8209692,1.295010016,0.63538586,29182,191.8609613,0.813706727,0.990713453,0.951111379,0.877580773,0.007561995,0.002766716,0.770148013,0.997349391,DERMASON
64429,952.229,358.2573631,229.9439759,1.558020217,0.766838421,65054,286.4149972,0.731781836,0.990392597,0.892911564,0.799467162,0.005560499,0.001401187,0.639147743,0.995805104,CALI
24310,573.919,211.3574092,146.6762133,1.44097945,0.720001581,24576,175.9330933,0.736555067,0.989176432,0.927456646,0.832396148,0.008694258,0.002574735,0.692883348,0.998430665,DERMASON
41239,815.069,336.2166192,157.1966026,2.138828788,0.883968951,41825,229.1443335,0.619874339,0.985989241,0.780062209,0.681537796,0.00815288,0.001085052,0.464493767,0.993472641,HOROZ
53709,915.904,360.8947204,195.8243881,1.84295084,0.839986001,55433,261.5041543,0.728307004,0.968899392,0.804557373,0.724599556,0.006719446,0.00114263,0.525044517,0.967631233,HOROZ
38934,723.995,261.3002198,190.7763646,1.369667675,0.683335926,39382,222.6483964,0.816722955,0.988624245,0.93339991,0.852078872,0.006711363,0.002182276,0.726038403,0.994431332,DERMASON
71658,1057.001,417.3026137,221.0092016,1.888168505,0.848238927,72678,302.0559539,0.742885578,0.985965492,0.805979045,0.723829528,0.005823531,0.000986078,0.523929186,0.989266587,CALI
51916,880.623,353.1858624,187.8316968,1.880331533,0.846856723,52500,257.102128,0.654018644,0.98887619,0.841261549,0.727951358,0.006803025,0.001178396,0.529913179,0.99641246,HOROZ
39951,725.181,247.9193354,205.563491,1.206047505,0.559019163,40307,225.5375646,0.761885691,0.991167787,0.954651116,0.90972156,0.006205585,0.002621781,0.827593317,0.998116855,SEKER
74237,1065.145,369.0360907,257.734038,1.431848481,0.71570968,75569,307.4434649,0.746730909,0.982373725,0.822266905,0.833098639,0.004971053,0.001477114,0.694053342,0.993779224,BARBUNYA
57121,941.078,385.9214754,188.9401204,2.042559699,0.871957388,57768,269.6826209,0.634381733,0.988800028,0.810502622,0.698801798,0.00675621,0.0009938,0.488323953,0.997430827,HOROZ
94354,1178.195,466.1352095,259.7038638,1.794872062,0.83041672,95515,346.6053144,0.735359676,0.987844841,0.854153313,0.743572482,0.00494028,0.00093159,0.552900035,0.992384826,CALI
78844,1086.074,411.1303725,246.7518536,1.666169338,0.79986565,80130,316.8395472,0.680463976,0.983951079,0.839962078,0.770654684,0.005214479,0.001134567,0.593908642,0.989552368,CALI
97743,1183.507,464.4234944,269.7537726,1.721657087,0.814020775,98773,352.775074,0.734981615,0.989572049,0.876907666,0.75959782,0.004751476,0.00097576,0.576988848,0.99337694,CALI
61247,967.954,348.5079955,224.2208282,1.554306968,0.765552394,62253,279.2527572,0.793560508,0.983840136,0.82145778,0.801280776,0.005690205,0.001446927,0.642050882,0.99794416,BARBUNYA
27199,606.833,224.8225694,154.6870875,1.453402304,0.725672059,27511,186.0936387,0.770051811,0.988659082,0.928163362,0.827735575,0.00826584,0.002393499,0.685146182,0.995793039,DERMASON
40393,741.285,275.6375479,186.9476224,1.474410556,0.734843099,40818,226.7817562,0.73207554,0.989587927,0.923731065,0.822753496,0.006823894,0.001928817,0.676923315,0.998062882,DERMASON
207561,1752.359,667.5314214,400.3320376,1.667444418,0.800209818,210438,514.0767191,0.720660382,0.986328515,0.849394514,0.770116136,0.003216073,0.000697799,0.593078863,0.98892604,BOMBAY
36686,711.386,263.1635654,177.705232,1.480899366,0.7375749,37109,216.1251164,0.750286322,0.988601148,0.910960608,0.821257745,0.007173406,0.002012904,0.674464284,0.998813731,DERMASON
50075,891.018,362.4188232,176.771413,2.050211723,0.872980839,50735,252.5024162,0.610477166,0.986991229,0.792606933,0.696714409,0.00723752,0.001051935,0.485410968,0.995195257,HOROZ
42188,767.213,287.254415,187.9829307,1.528087757,0.756137585,42514,231.7658946,0.813058896,0.992331938,0.900672484,0.806831445,0.006808913,0.001779872,0.65097698,0.994749953,SIRA
44651,796.996,296.5120409,192.618527,1.539374459,0.760263754,45329,238.4353558,0.745550175,0.985042688,0.883341776,0.804133806,0.006640658,0.00171279,0.646631177,0.995407519,SIRA
49766,838.927,316.5699668,200.6815444,1.57747424,0.773394713,50320,251.7221468,0.766456184,0.988990461,0.888575338,0.795154857,0.00636117,0.001568641,0.632271247,0.997391605,SIRA
36032,708.755,260.0159416,177.2605115,1.466857674,0.73160442,36551,214.1900261,0.770968846,0.985800662,0.90137594,0.823757285,0.007216251,0.002049691,0.678576064,0.995374507,DERMASON
26176,592.528,211.1267898,158.3473757,1.333314107,0.661425565,26477,182.5604511,0.732421165,0.988631643,0.936904641,0.864695813,0.008065663,0.002781463,0.747698849,0.996917423,DERMASON
61570,1001.035,372.7920342,211.1471681,1.765555454,0.824134605,62673,279.9881404,0.744354176,0.982400715,0.772112339,0.751057197,0.006054767,0.001188418,0.564086914,0.995926727,BARBUNYA
33179,675.765,257.0326846,164.7161766,1.560458055,0.767676579,33494,205.5354345,0.791672632,0.990595331,0.913023104,0.799647076,0.007746848,0.001953882,0.639435446,0.997812192,DERMASON
70136,1018.018,368.7215363,242.8384351,1.518382114,0.75249694,71134,298.8309367,0.727582057,0.985970141,0.850432686,0.810451539,0.005257236,0.001399089,0.656831697,0.997321501,BARBUNYA
79937,1075.507,419.9737885,244.1896571,1.719867227,0.81358912,80740,319.0281328,0.812929667,0.990054496,0.868422819,0.7596382,0.00525381,0.001079149,0.577050195,0.992449719,CALI
50181,846.314,307.4656482,208.9943326,1.471167397,0.733460291,50693,252.7695266,0.704710145,0.989899986,0.880412349,0.822106561,0.006127133,0.001726432,0.675859197,0.994302016,SIRA
37313,712.714,257.0721399,185.4855177,1.385941841,0.692382133,37703,217.9641877,0.823359372,0.989655996,0.923080236,0.847871682,0.006889613,0.002196318,0.718886389,0.996334726,DERMASON
77163,1050.917,397.9099099,249.7765394,1.593063587,0.778438133,78361,313.4437477,0.727815507,0.984711783,0.877974967,0.787725412,0.005156745,0.001224771,0.620511325,0.988513997,CALI
27832,612.332,223.6086795,159.0774533,1.405659161,0.702777202,28086,188.2466547,0.777951699,0.990956348,0.932782453,0.841857548,0.00803423,0.002489307,0.708724132,0.996224568,DERMASON
52807,839.524,298.0882333,225.8175693,1.32004004,0.652773918,53201,259.2989792,0.768705601,0.992594124,0.941532092,0.869873247,0.005644862,0.001993687,0.756679465,0.998847191,SEKER
75554,1074.615,416.1357072,234.0538086,1.777948882,0.826834111,76844,310.1585733,0.763110052,0.983212743,0.822169817,0.745330352,0.005507792,0.001048462,0.555517334,0.987681423,CALI
38122,726.96,269.1021402,180.6384302,1.489728071,0.741218851,38592,220.314407,0.714122473,0.98782131,0.906493117,0.818701802,0.007058972,0.001956249,0.67027264,0.998523967,DERMASON
42238,765.308,283.3113131,190.644562,1.486070781,0.739719397,42778,231.9031951,0.727614126,0.987376689,0.906234734,0.818545481,0.006707498,0.001857426,0.670016705,0.995692247,SIRA
34939,694.465,262.9378945,169.5351359,1.550934519,0.764374491,35257,210.9163731,0.727895833,0.990980515,0.910373504,0.802152818,0.007525627,0.001921989,0.643449144,0.997947489,DERMASON
73227,1070.181,397.3118861,235.1378813,1.689697482,0.806068744,74236,305.3449069,0.794908815,0.986408212,0.803464391,0.768526987,0.005425757,0.001167553,0.59063373,0.997992327,BARBUNYA
80641,1131.43,373.9364916,275.7130155,1.356252591,0.675537337,82437,320.4298833,0.733833834,0.978213666,0.791608391,0.856909904,0.004637052,0.001542277,0.734294584,0.995888933,BARBUNYA
71364,1042.468,387.3786075,236.5289153,1.637764275,0.791948046,72498,301.4356762,0.821635811,0.984358189,0.825208292,0.778142289,0.005428208,0.001227644,0.605505421,0.991675147,BARBUNYA
84569,1198.651,418.4177751,260.8692699,1.603936621,0.781850438,86785,328.1411206,0.681898081,0.974465633,0.739665828,0.784242784,0.00494765,0.001154465,0.615036744,0.986479956,BARBUNYA
35876,697.4,258.4298642,177.2449711,1.458037781,0.727739839,36193,213.7258569,0.75183369,0.9912414,0.92693652,0.827016868,0.007203419,0.002078624,0.6839569,0.997235,DERMASON
25038,582.663,210.7664856,151.8401402,1.388081474,0.693539286,25462,178.5479536,0.721680982,0.983347734,0.926775657,0.847136361,0.008417864,0.002674207,0.717640014,0.996142808,DERMASON
85592,1112.155,429.948573,255.2057169,1.684713722,0.804780405,86397,330.1198557,0.755825967,0.990682547,0.869585724,0.767812423,0.005023233,0.00107692,0.589535917,0.993199249,CALI
50108,915.587,381.3487274,168.2419366,2.266668675,0.897420563,50914,252.5856035,0.629102323,0.984169384,0.751134478,0.662348096,0.007610536,0.000903525,0.438705,0.994398882,HOROZ
53749,877.19,340.096155,202.3696457,1.68056901,0.803698634,54241,261.6015143,0.82179989,0.990929371,0.877794607,0.769198682,0.006327488,0.00136636,0.591666613,0.994336574,SIRA
26591,626.823,225.2640971,150.7048508,1.494736871,0.743249737,27056,184.0019368,0.690639447,0.982813424,0.850461556,0.816827622,0.008471441,0.002326263,0.667207364,0.997299447,DERMASON
74943,1066.916,417.2571528,230.4865741,1.810331706,0.833589143,76013,308.9019119,0.786902287,0.98592346,0.827333256,0.740315438,0.00556766,0.00103162,0.548066948,0.992182973,CALI
45149,855.291,358.1055864,165.2741151,2.166737279,0.887128025,47022,239.7613234,0.799946846,0.960167581,0.775586419,0.669526901,0.007931639,0.000983139,0.448266271,0.97127524,HOROZ
237270,1921.685,738.1445017,412.9216472,1.787613962,0.828894543,240671,549.6376504,0.784114793,0.985868675,0.807399161,0.744620666,0.00311099,0.000589955,0.554459936,0.991160323,BOMBAY
31561,670.206,250.332706,161.1729478,1.553193072,0.76516439,32017,200.4612513,0.753857546,0.985757566,0.882966032,0.800779309,0.00793171,0.002011861,0.641247501,0.995981177,DERMASON
58469,951.946,358.0763383,209.1198282,1.712302182,0.811747134,59369,272.8461892,0.705840456,0.984840573,0.810794704,0.761977713,0.006124208,0.0012735,0.580610035,0.994179829,BARBUNYA
28026,610.943,215.446569,165.7403773,1.299903937,0.638902625,28302,188.9015921,0.776687729,0.990248039,0.94356016,0.876790904,0.007687382,0.002802479,0.76876229,0.999317127,DERMASON
29689,641.296,243.4937652,155.949379,1.561364122,0.767986864,30002,194.4253297,0.736334325,0.989567362,0.907169356,0.798481758,0.008201481,0.002056516,0.637573118,0.995483792,DERMASON
42432,776.089,290.0717123,187.1721732,1.549758745,0.763961588,42908,232.435153,0.756957328,0.988906498,0.885279302,0.801302379,0.006836155,0.001738511,0.642085502,0.995077622,SIRA
63320,965.707,378.9902211,215.1549137,1.76147602,0.823231573,64441,283.9393033,0.77526783,0.982604243,0.853218005,0.749199551,0.005985316,0.001163207,0.561299967,0.988716431,CALI
32360,659.906,243.1000201,170.0215219,1.429819104,0.714741062,32697,202.9828359,0.713278081,0.989693244,0.933800759,0.834976631,0.007512362,0.002252442,0.697185975,0.996849826,DERMASON
66973,1016.147,397.999741,217.2643649,1.831868476,0.837856385,68392,292.014849,0.795026116,0.979251959,0.815073059,0.733706128,0.005942689,0.00106231,0.538324683,0.986140016,CALI
174325,1617.626,608.1851598,369.6825682,1.645155093,0.794055374,177123,471.1236394,0.766075164,0.984203068,0.837169313,0.774638499,0.003488801,0.000774912,0.600064804,0.987199669,BOMBAY
54522,897.406,340.0239169,204.4497627,1.6631172,0.799037995,55225,263.4759315,0.690492775,0.987270258,0.850753422,0.774874703,0.006236453,0.001386894,0.600430805,0.998586799,BARBUNYA
29325,635.344,234.5018263,159.6691514,1.468673343,0.732388857,29664,193.2297846,0.712809917,0.988572006,0.912914319,0.824001193,0.007996652,0.002274046,0.678977965,0.997196839,DERMASON
43128,792.5,295.2992816,186.8277565,1.580596412,0.774419405,43758,234.3336832,0.688934682,0.985602633,0.862920211,0.793546405,0.006847043,0.001674835,0.629715896,0.995326686,SIRA
70383,1043.44,402.4927719,225.1387841,1.787754044,0.828924124,71642,299.356675,0.676746601,0.98242651,0.812349048,0.743756648,0.005718608,0.001079428,0.553173952,0.98893897,CALI
65766,1035.842,406.4166216,207.2423686,1.961069178,0.86021832,66698,289.3715119,0.792294626,0.986026568,0.770236792,0.71200708,0.006179738,0.000979686,0.506954082,0.994172024,HOROZ
79101,1088.63,417.4794947,243.390766,1.715264311,0.812471774,80327,317.3555124,0.688002296,0.984737386,0.838747505,0.760170299,0.005277803,0.001087118,0.577858884,0.99118072,CALI
72575,1045.603,412.2459647,226.3721748,1.82109822,0.835744041,73615,303.9824994,0.784586113,0.985872444,0.834186711,0.737381383,0.005680275,0.0010359,0.543731303,0.990188109,CALI
46102,839.583,308.4593486,190.8681759,1.616085799,0.785565092,46836,242.278537,0.697669492,0.984328294,0.821868542,0.785447217,0.006690802,0.001570818,0.616927331,0.997007499,SIRA
82272,1161.277,439.7710967,239.0191388,1.839899093,0.839403944,83224,323.6540805,0.789528233,0.988560992,0.766637872,0.735960328,0.005345331,0.000967324,0.541637604,0.996558537,CALI
33546,682.661,249.9435974,171.391512,1.458319578,0.727864718,33969,206.669044,0.800391296,0.98754747,0.904566337,0.826862725,0.007450772,0.002148398,0.683701966,0.997055962,DERMASON
28615,628.078,226.9721739,161.1857974,1.408140032,0.704043706,29028,190.8762677,0.815799977,0.985772358,0.911541512,0.840967703,0.00793193,0.002447236,0.707226677,0.995874196,DERMASON
27955,615.682,224.5307703,158.722127,1.414615432,0.707307602,28262,188.6621623,0.795554797,0.989137358,0.926736881,0.840250813,0.008031864,0.00246963,0.706021429,0.998748808,DERMASON
27975,622.083,238.0393937,150.0616052,1.586277805,0.776265107,28261,188.729638,0.761431682,0.989880047,0.9084129,0.79285044,0.008509004,0.002074071,0.62861182,0.997152978,DERMASON
41360,755.398,257.5484988,204.9093282,1.256890065,0.6058032,41893,229.4802553,0.774386819,0.987277111,0.910832949,0.891017639,0.006226995,0.002421048,0.793912433,0.997860649,SEKER
50043,894.418,357.3190441,179.9018515,1.986188809,0.864008741,50848,252.4217236,0.622425373,0.984168502,0.786089761,0.706432326,0.00714024,0.00109692,0.499046632,0.991200835,HOROZ
50771,830.882,302.1716806,214.4716633,1.408911909,0.704435929,51286,254.2511454,0.742428895,0.989958273,0.924159389,0.841412884,0.005951659,0.001840155,0.707975642,0.997475314,SEKER
56178,939.382,382.9148532,187.8800169,2.038081854,0.871352563,56840,267.4472867,0.798981682,0.988353272,0.800003099,0.698451064,0.0068161,0.001000598,0.487833889,0.994245397,HOROZ
35536,709.556,271.8795357,168.0718547,1.617638695,0.786032625,36063,212.7106966,0.796164359,0.985386684,0.886962077,0.782371119,0.00765082,0.001768231,0.612104568,0.990164035,DERMASON
31821,649.681,213.7356452,189.9692019,1.125106823,0.458286561,32168,201.2852592,0.772354369,0.989212882,0.947378132,0.941748668,0.006716811,0.003258989,0.886890554,0.997846613,SEKER
37528,735.285,264.8035443,181.0498978,1.4625998,0.729750045,38049,218.5912478,0.750454936,0.98630713,0.872275895,0.8254846,0.007056159,0.002021082,0.681424825,0.996651813,DERMASON
50855,893.015,364.2368915,179.3222023,2.031186807,0.870412578,51595,254.4613862,0.720826069,0.985657525,0.801356963,0.698615083,0.007162263,0.001052402,0.488063034,0.991347196,HOROZ
